SalesOrderNumber;OrderDate;ProductKey;ResellerKey;EmployeeKey;OrderQuantity;UnitPrice;SalesAmount;ResellerName;NumberEmployees;AnnualRevenue;YearOpened;City;StateProvinceName;EnglishCountryRegionName;EnglishProductName;EnglishProductSubcategoryName;EnglishProductCategoryName
SO46045;2011-10-29 00:00:00.000;215;584;285;6;20,1865;121,119;Qualified Sales and Repair Services;76;300000,00;1994;Savannah;Georgia;United States;Sport-100 Helmet, Black;Helmets;Accessories
SO46045;2011-10-29 00:00:00.000;314;584;285;6;2146,962;12881,772;Qualified Sales and Repair Services;76;300000,00;1994;Savannah;Georgia;United States;Road-150 Red, 56;Road Bikes;Bikes
SO46045;2011-10-29 00:00:00.000;317;584;285;1;874,794;874,794;Qualified Sales and Repair Services;76;300000,00;1994;Savannah;Georgia;United States;Road-450 Red, 44;Road Bikes;Bikes
SO46045;2011-10-29 00:00:00.000;285;584;285;1;178,5808;178,5808;Qualified Sales and Repair Services;76;300000,00;1994;Savannah;Georgia;United States;LL Road Frame - Black, 52;Road Frames;Components
SO46046;2011-10-29 00:00:00.000;315;471;283;1;874,794;874,794;Social Activities Club;43;150000,00;1996;San Antonio;Texas;United States;Road-450 Red, 58;Road Bikes;Bikes
SO46047;2011-10-29 00:00:00.000;347;99;285;4;2039,994;8159,976;Unified Sports Company;98;300000,00;2002;Sarasota;Florida;United States;Mountain-100 Silver, 48;Mountain Bikes;Bikes
SO46047;2011-10-29 00:00:00.000;349;99;285;5;2024,994;10124,97;Unified Sports Company;98;300000,00;2002;Sarasota;Florida;United States;Mountain-100 Black, 42;Mountain Bikes;Bikes
SO46047;2011-10-29 00:00:00.000;307;99;285;1;722,5949;722,5949;Unified Sports Company;98;300000,00;2002;Sarasota;Florida;United States;HL Mountain Frame - Silver, 38;Mountain Frames;Components
SO46047;2011-10-29 00:00:00.000;292;99;285;1;818,70;818,70;Unified Sports Company;98;300000,00;2002;Sarasota;Florida;United States;HL Mountain Frame - Silver, 48;Mountain Frames;Components
SO46047;2011-10-29 00:00:00.000;350;99;285;2;2024,994;4049,988;Unified Sports Company;98;300000,00;2002;Sarasota;Florida;United States;Mountain-100 Black, 44;Mountain Bikes;Bikes
SO46047;2011-10-29 00:00:00.000;288;99;285;2;722,5949;1445,1898;Unified Sports Company;98;300000,00;2002;Sarasota;Florida;United States;HL Mountain Frame - Silver, 42;Mountain Frames;Components
SO46047;2011-10-29 00:00:00.000;218;99;285;1;5,70;5,70;Unified Sports Company;98;300000,00;2002;Sarasota;Florida;United States;Mountain Bike Socks, M;Socks;Clothing
SO46047;2011-10-29 00:00:00.000;345;99;285;4;2039,994;8159,976;Unified Sports Company;98;300000,00;2002;Sarasota;Florida;United States;Mountain-100 Silver, 42;Mountain Bikes;Bikes
SO46047;2011-10-29 00:00:00.000;346;99;285;3;2039,994;6119,982;Unified Sports Company;98;300000,00;2002;Sarasota;Florida;United States;Mountain-100 Silver, 44;Mountain Bikes;Bikes
SO46047;2011-10-29 00:00:00.000;296;99;285;1;714,7043;714,7043;Unified Sports Company;98;300000,00;2002;Sarasota;Florida;United States;HL Mountain Frame - Black, 42;Mountain Frames;Components
SO46047;2011-10-29 00:00:00.000;351;99;285;3;2024,994;6074,982;Unified Sports Company;98;300000,00;2002;Sarasota;Florida;United States;Mountain-100 Black, 48;Mountain Bikes;Bikes
SO46048;2011-10-29 00:00:00.000;344;384;282;3;2039,994;6119,982;Sparkling Paint and Finishes;84;300000,00;1985;San Ysidro;California;United States;Mountain-100 Silver, 38;Mountain Bikes;Bikes
SO46048;2011-10-29 00:00:00.000;307;384;282;1;722,5949;722,5949;Sparkling Paint and Finishes;84;300000,00;1985;San Ysidro;California;United States;HL Mountain Frame - Silver, 38;Mountain Frames;Components
SO46048;2011-10-29 00:00:00.000;293;384;282;1;722,5949;722,5949;Sparkling Paint and Finishes;84;300000,00;1985;San Ysidro;California;United States;HL Mountain Frame - Silver, 46;Mountain Frames;Components
SO46048;2011-10-29 00:00:00.000;351;384;282;3;2024,994;6074,982;Sparkling Paint and Finishes;84;300000,00;1985;San Ysidro;California;United States;Mountain-100 Black, 48;Mountain Bikes;Bikes
SO46048;2011-10-29 00:00:00.000;346;384;282;3;2039,994;6119,982;Sparkling Paint and Finishes;84;300000,00;1985;San Ysidro;California;United States;Mountain-100 Silver, 44;Mountain Bikes;Bikes
SO46048;2011-10-29 00:00:00.000;218;384;282;3;5,70;17,10;Sparkling Paint and Finishes;84;300000,00;1985;San Ysidro;California;United States;Mountain Bike Socks, M;Socks;Clothing
SO46048;2011-10-29 00:00:00.000;350;384;282;4;2024,994;8099,976;Sparkling Paint and Finishes;84;300000,00;1985;San Ysidro;California;United States;Mountain-100 Black, 44;Mountain Bikes;Bikes
SO46048;2011-10-29 00:00:00.000;348;384;282;3;2024,994;6074,982;Sparkling Paint and Finishes;84;300000,00;1985;San Ysidro;California;United States;Mountain-100 Black, 38;Mountain Bikes;Bikes
SO46049;2011-10-29 00:00:00.000;264;328;283;3;183,9382;551,8146;Totes & Baskets Company;2;30000,00;1974;San Antonio;Texas;United States;LL Road Frame - Red, 48;Road Frames;Components
SO46049;2011-10-29 00:00:00.000;334;328;283;4;419,4589;1677,8356;Totes & Baskets Company;2;30000,00;1974;San Antonio;Texas;United States;Road-650 Black, 60;Road Bikes;Bikes
SO46049;2011-10-29 00:00:00.000;319;328;283;3;874,794;2624,382;Totes & Baskets Company;2;30000,00;1974;San Antonio;Texas;United States;Road-450 Red, 52;Road Bikes;Bikes
SO46049;2011-10-29 00:00:00.000;313;328;283;4;2146,962;8587,848;Totes & Baskets Company;2;30000,00;1974;San Antonio;Texas;United States;Road-150 Red, 52;Road Bikes;Bikes
SO46049;2011-10-29 00:00:00.000;338;328;283;2;419,4589;838,9178;Totes & Baskets Company;2;30000,00;1974;San Antonio;Texas;United States;Road-650 Black, 44;Road Bikes;Bikes
SO46049;2011-10-29 00:00:00.000;316;328;283;2;874,794;1749,588;Totes & Baskets Company;2;30000,00;1974;San Antonio;Texas;United States;Road-450 Red, 60;Road Bikes;Bikes
SO46049;2011-10-29 00:00:00.000;285;328;283;3;178,5808;535,7424;Totes & Baskets Company;2;30000,00;1974;San Antonio;Texas;United States;LL Road Frame - Black, 52;Road Frames;Components
SO46049;2011-10-29 00:00:00.000;223;328;283;3;5,1865;15,5595;Totes & Baskets Company;2;30000,00;1974;San Antonio;Texas;United States;AWC Logo Cap;Caps;Clothing
SO46049;2011-10-29 00:00:00.000;312;328;283;3;2146,962;6440,886;Totes & Baskets Company;2;30000,00;1974;San Antonio;Texas;United States;Road-150 Red, 48;Road Bikes;Bikes
SO46049;2011-10-29 00:00:00.000;235;328;283;5;28,8404;144,202;Totes & Baskets Company;2;30000,00;1974;San Antonio;Texas;United States;Long-Sleeve Logo Jersey, XL;Jerseys;Clothing
SO46049;2011-10-29 00:00:00.000;342;328;283;1;419,4589;419,4589;Totes & Baskets Company;2;30000,00;1974;San Antonio;Texas;United States;Road-650 Black, 52;Road Bikes;Bikes
SO46049;2011-10-29 00:00:00.000;272;328;283;5;183,9382;919,691;Totes & Baskets Company;2;30000,00;1974;San Antonio;Texas;United States;LL Road Frame - Red, 62;Road Frames;Components
SO46049;2011-10-29 00:00:00.000;220;328;283;3;20,1865;60,5595;Totes & Baskets Company;2;30000,00;1974;San Antonio;Texas;United States;Sport-100 Helmet, Blue;Helmets;Accessories
SO46049;2011-10-29 00:00:00.000;232;328;283;4;28,8404;115,3616;Totes & Baskets Company;2;30000,00;1974;San Antonio;Texas;United States;Long-Sleeve Logo Jersey, L;Jerseys;Clothing
SO46049;2011-10-29 00:00:00.000;262;328;283;3;183,9382;551,8146;Totes & Baskets Company;2;30000,00;1974;San Antonio;Texas;United States;LL Road Frame - Red, 44;Road Frames;Components
SO46049;2011-10-29 00:00:00.000;311;328;283;1;2146,962;2146,962;Totes & Baskets Company;2;30000,00;1974;San Antonio;Texas;United States;Road-150 Red, 44;Road Bikes;Bikes
SO46049;2011-10-29 00:00:00.000;270;328;283;5;183,9382;919,691;Totes & Baskets Company;2;30000,00;1974;San Antonio;Texas;United States;LL Road Frame - Red, 60;Road Frames;Components
SO46049;2011-10-29 00:00:00.000;326;328;283;2;419,4589;838,9178;Totes & Baskets Company;2;30000,00;1974;San Antonio;Texas;United States;Road-650 Red, 44;Road Bikes;Bikes
SO46049;2011-10-29 00:00:00.000;324;328;283;5;419,4589;2097,2945;Totes & Baskets Company;2;30000,00;1974;San Antonio;Texas;United States;Road-650 Red, 62;Road Bikes;Bikes
SO46049;2011-10-29 00:00:00.000;314;328;283;1;2146,962;2146,962;Totes & Baskets Company;2;30000,00;1974;San Antonio;Texas;United States;Road-150 Red, 56;Road Bikes;Bikes
SO46049;2011-10-29 00:00:00.000;318;328;283;2;874,794;1749,588;Totes & Baskets Company;2;30000,00;1974;San Antonio;Texas;United States;Road-450 Red, 48;Road Bikes;Bikes
SO46049;2011-10-29 00:00:00.000;275;328;283;3;356,898;1070,694;Totes & Baskets Company;2;30000,00;1974;San Antonio;Texas;United States;ML Road Frame - Red, 48;Road Frames;Components
SO46049;2011-10-29 00:00:00.000;340;328;283;1;419,4589;419,4589;Totes & Baskets Company;2;30000,00;1974;San Antonio;Texas;United States;Road-650 Black, 48;Road Bikes;Bikes
SO46049;2011-10-29 00:00:00.000;336;328;283;4;419,4589;1677,8356;Totes & Baskets Company;2;30000,00;1974;San Antonio;Texas;United States;Road-650 Black, 62;Road Bikes;Bikes
SO46049;2011-10-29 00:00:00.000;330;328;283;4;419,4589;1677,8356;Totes & Baskets Company;2;30000,00;1974;San Antonio;Texas;United States;Road-650 Red, 52;Road Bikes;Bikes
SO46049;2011-10-29 00:00:00.000;328;328;283;3;419,4589;1258,3767;Totes & Baskets Company;2;30000,00;1974;San Antonio;Texas;United States;Road-650 Red, 48;Road Bikes;Bikes
SO46049;2011-10-29 00:00:00.000;320;328;283;2;419,4589;838,9178;Totes & Baskets Company;2;30000,00;1974;San Antonio;Texas;United States;Road-650 Red, 58;Road Bikes;Bikes
SO46049;2011-10-29 00:00:00.000;317;328;283;4;874,794;3499,176;Totes & Baskets Company;2;30000,00;1974;San Antonio;Texas;United States;Road-450 Red, 44;Road Bikes;Bikes
SO46049;2011-10-29 00:00:00.000;315;328;283;2;874,794;1749,588;Totes & Baskets Company;2;30000,00;1974;San Antonio;Texas;United States;Road-450 Red, 58;Road Bikes;Bikes
SO46049;2011-10-29 00:00:00.000;212;328;283;5;20,1865;100,9325;Totes & Baskets Company;2;30000,00;1974;San Antonio;Texas;United States;Sport-100 Helmet, Red;Helmets;Accessories
SO46049;2011-10-29 00:00:00.000;229;328;283;4;28,8404;115,3616;Totes & Baskets Company;2;30000,00;1974;San Antonio;Texas;United States;Long-Sleeve Logo Jersey, M;Jerseys;Clothing
SO46049;2011-10-29 00:00:00.000;332;328;283;3;419,4589;1258,3767;Totes & Baskets Company;2;30000,00;1974;San Antonio;Texas;United States;Road-650 Black, 58;Road Bikes;Bikes
SO46049;2011-10-29 00:00:00.000;310;328;283;3;2146,962;6440,886;Totes & Baskets Company;2;30000,00;1974;San Antonio;Texas;United States;Road-150 Red, 62;Road Bikes;Bikes
SO46049;2011-10-29 00:00:00.000;215;328;283;4;20,1865;80,746;Totes & Baskets Company;2;30000,00;1974;San Antonio;Texas;United States;Sport-100 Helmet, Black;Helmets;Accessories
SO46049;2011-10-29 00:00:00.000;322;328;283;1;419,4589;419,4589;Totes & Baskets Company;2;30000,00;1974;San Antonio;Texas;United States;Road-650 Red, 60;Road Bikes;Bikes
SO46050;2011-10-29 00:00:00.000;310;478;288;1;2146,962;2146,962;Major Cycling;79;300000,00;1999;Richmond;British Columbia;Canada;Road-150 Red, 62;Road Bikes;Bikes
SO46050;2011-10-29 00:00:00.000;285;478;288;1;178,5808;178,5808;Major Cycling;79;300000,00;1999;Richmond;British Columbia;Canada;LL Road Frame - Black, 52;Road Frames;Components
SO46051;2011-10-29 00:00:00.000;218;650;282;9;5,70;51,30;Permanent Finish Products;100;300000,00;2003;Reno;Nevada;United States;Mountain Bike Socks, M;Socks;Clothing
SO46051;2011-10-29 00:00:00.000;349;650;282;4;2024,994;8099,976;Permanent Finish Products;100;300000,00;2003;Reno;Nevada;United States;Mountain-100 Black, 42;Mountain Bikes;Bikes
SO46051;2011-10-29 00:00:00.000;292;650;282;1;818,70;818,70;Permanent Finish Products;100;300000,00;2003;Reno;Nevada;United States;HL Mountain Frame - Silver, 48;Mountain Frames;Components
SO46051;2011-10-29 00:00:00.000;345;650;282;3;2039,994;6119,982;Permanent Finish Products;100;300000,00;2003;Reno;Nevada;United States;Mountain-100 Silver, 42;Mountain Bikes;Bikes
SO46051;2011-10-29 00:00:00.000;300;650;282;2;809,76;1619,52;Permanent Finish Products;100;300000,00;2003;Reno;Nevada;United States;HL Mountain Frame - Black, 48;Mountain Frames;Components
SO46051;2011-10-29 00:00:00.000;346;650;282;2;2039,994;4079,988;Permanent Finish Products;100;300000,00;2003;Reno;Nevada;United States;Mountain-100 Silver, 44;Mountain Bikes;Bikes
SO46051;2011-10-29 00:00:00.000;350;650;282;5;2024,994;10124,97;Permanent Finish Products;100;300000,00;2003;Reno;Nevada;United States;Mountain-100 Black, 44;Mountain Bikes;Bikes
SO46051;2011-10-29 00:00:00.000;304;650;282;1;714,7043;714,7043;Permanent Finish Products;100;300000,00;2003;Reno;Nevada;United States;HL Mountain Frame - Black, 38;Mountain Frames;Components
SO46051;2011-10-29 00:00:00.000;293;650;282;2;722,5949;1445,1898;Permanent Finish Products;100;300000,00;2003;Reno;Nevada;United States;HL Mountain Frame - Silver, 46;Mountain Frames;Components
SO46052;2011-10-29 00:00:00.000;218;289;286;3;5,70;17,10;Moderately-Priced Bikes Store;39;150000,00;1978;Renton;Washington;United States;Mountain Bike Socks, M;Socks;Clothing
SO46052;2011-10-29 00:00:00.000;350;289;286;2;2024,994;4049,988;Moderately-Priced Bikes Store;39;150000,00;1978;Renton;Washington;United States;Mountain-100 Black, 44;Mountain Bikes;Bikes
SO46052;2011-10-29 00:00:00.000;347;289;286;1;2039,994;2039,994;Moderately-Priced Bikes Store;39;150000,00;1978;Renton;Washington;United States;Mountain-100 Silver, 48;Mountain Bikes;Bikes
SO46052;2011-10-29 00:00:00.000;346;289;286;2;2039,994;4079,988;Moderately-Priced Bikes Store;39;150000,00;1978;Renton;Washington;United States;Mountain-100 Silver, 44;Mountain Bikes;Bikes
SO46052;2011-10-29 00:00:00.000;349;289;286;2;2024,994;4049,988;Moderately-Priced Bikes Store;39;150000,00;1978;Renton;Washington;United States;Mountain-100 Black, 42;Mountain Bikes;Bikes
SO46052;2011-10-29 00:00:00.000;223;289;286;3;5,1865;15,5595;Moderately-Priced Bikes Store;39;150000,00;1978;Renton;Washington;United States;AWC Logo Cap;Caps;Clothing
SO46052;2011-10-29 00:00:00.000;232;289;286;6;28,8404;173,0424;Moderately-Priced Bikes Store;39;150000,00;1978;Renton;Washington;United States;Long-Sleeve Logo Jersey, L;Jerseys;Clothing
SO46052;2011-10-29 00:00:00.000;348;289;286;2;2024,994;4049,988;Moderately-Priced Bikes Store;39;150000,00;1978;Renton;Washington;United States;Mountain-100 Black, 38;Mountain Bikes;Bikes
SO46052;2011-10-29 00:00:00.000;345;289;286;1;2039,994;2039,994;Moderately-Priced Bikes Store;39;150000,00;1978;Renton;Washington;United States;Mountain-100 Silver, 42;Mountain Bikes;Bikes
SO46052;2011-10-29 00:00:00.000;219;289;286;3;5,70;17,10;Moderately-Priced Bikes Store;39;150000,00;1978;Renton;Washington;United States;Mountain Bike Socks, L;Socks;Clothing
SO46052;2011-10-29 00:00:00.000;351;289;286;2;2024,994;4049,988;Moderately-Priced Bikes Store;39;150000,00;1978;Renton;Washington;United States;Mountain-100 Black, 48;Mountain Bikes;Bikes
SO46053;2011-10-29 00:00:00.000;344;145;286;3;2039,994;6119,982;Raw Materials Inc;73;300000,00;2002;Redmond;Washington;United States;Mountain-100 Silver, 38;Mountain Bikes;Bikes
SO46053;2011-10-29 00:00:00.000;348;145;286;6;2024,994;12149,964;Raw Materials Inc;73;300000,00;2002;Redmond;Washington;United States;Mountain-100 Black, 38;Mountain Bikes;Bikes
SO46053;2011-10-29 00:00:00.000;350;145;286;3;2024,994;6074,982;Raw Materials Inc;73;300000,00;2002;Redmond;Washington;United States;Mountain-100 Black, 44;Mountain Bikes;Bikes
SO46053;2011-10-29 00:00:00.000;299;145;286;1;809,76;809,76;Raw Materials Inc;73;300000,00;2002;Redmond;Washington;United States;HL Mountain Frame - Black, 44;Mountain Frames;Components
SO46053;2011-10-29 00:00:00.000;220;145;286;4;20,1865;80,746;Raw Materials Inc;73;300000,00;2002;Redmond;Washington;United States;Sport-100 Helmet, Blue;Helmets;Accessories
SO46053;2011-10-29 00:00:00.000;351;145;286;3;2024,994;6074,982;Raw Materials Inc;73;300000,00;2002;Redmond;Washington;United States;Mountain-100 Black, 48;Mountain Bikes;Bikes
SO46053;2011-10-29 00:00:00.000;235;145;286;4;28,8404;115,3616;Raw Materials Inc;73;300000,00;2002;Redmond;Washington;United States;Long-Sleeve Logo Jersey, XL;Jerseys;Clothing
SO46053;2011-10-29 00:00:00.000;349;145;286;5;2024,994;10124,97;Raw Materials Inc;73;300000,00;2002;Redmond;Washington;United States;Mountain-100 Black, 42;Mountain Bikes;Bikes
SO46053;2011-10-29 00:00:00.000;300;145;286;1;809,76;809,76;Raw Materials Inc;73;300000,00;2002;Redmond;Washington;United States;HL Mountain Frame - Black, 48;Mountain Frames;Components
SO46053;2011-10-29 00:00:00.000;212;145;286;2;20,1865;40,373;Raw Materials Inc;73;300000,00;2002;Redmond;Washington;United States;Sport-100 Helmet, Red;Helmets;Accessories
SO46053;2011-10-29 00:00:00.000;296;145;286;1;714,7043;714,7043;Raw Materials Inc;73;300000,00;2002;Redmond;Washington;United States;HL Mountain Frame - Black, 42;Mountain Frames;Components
SO46053;2011-10-29 00:00:00.000;347;145;286;2;2039,994;4079,988;Raw Materials Inc;73;300000,00;2002;Redmond;Washington;United States;Mountain-100 Silver, 48;Mountain Bikes;Bikes
SO46053;2011-10-29 00:00:00.000;293;145;286;1;722,5949;722,5949;Raw Materials Inc;73;300000,00;2002;Redmond;Washington;United States;HL Mountain Frame - Silver, 46;Mountain Frames;Components
SO46053;2011-10-29 00:00:00.000;232;145;286;2;28,8404;57,6808;Raw Materials Inc;73;300000,00;2002;Redmond;Washington;United States;Long-Sleeve Logo Jersey, L;Jerseys;Clothing
SO46053;2011-10-29 00:00:00.000;345;145;286;2;2039,994;4079,988;Raw Materials Inc;73;300000,00;2002;Redmond;Washington;United States;Mountain-100 Silver, 42;Mountain Bikes;Bikes
SO46053;2011-10-29 00:00:00.000;292;145;286;1;818,70;818,70;Raw Materials Inc;73;300000,00;2002;Redmond;Washington;United States;HL Mountain Frame - Silver, 48;Mountain Frames;Components
SO46054;2011-10-29 00:00:00.000;332;107;281;3;419,4589;1258,3767;Wholesale Bikes;27;100000,00;2002;Randolph;Massachusetts;United States;Road-650 Black, 58;Road Bikes;Bikes
SO46054;2011-10-29 00:00:00.000;322;107;281;3;419,4589;1258,3767;Wholesale Bikes;27;100000,00;2002;Randolph;Massachusetts;United States;Road-650 Red, 60;Road Bikes;Bikes
SO46054;2011-10-29 00:00:00.000;326;107;281;1;419,4589;419,4589;Wholesale Bikes;27;100000,00;2002;Randolph;Massachusetts;United States;Road-650 Red, 44;Road Bikes;Bikes
SO46054;2011-10-29 00:00:00.000;319;107;281;1;874,794;874,794;Wholesale Bikes;27;100000,00;2002;Randolph;Massachusetts;United States;Road-450 Red, 52;Road Bikes;Bikes
SO46054;2011-10-29 00:00:00.000;324;107;281;3;419,4589;1258,3767;Wholesale Bikes;27;100000,00;2002;Randolph;Massachusetts;United States;Road-650 Red, 62;Road Bikes;Bikes
SO46054;2011-10-29 00:00:00.000;342;107;281;1;419,4589;419,4589;Wholesale Bikes;27;100000,00;2002;Randolph;Massachusetts;United States;Road-650 Black, 52;Road Bikes;Bikes
SO46054;2011-10-29 00:00:00.000;328;107;281;1;419,4589;419,4589;Wholesale Bikes;27;100000,00;2002;Randolph;Massachusetts;United States;Road-650 Red, 48;Road Bikes;Bikes
SO46054;2011-10-29 00:00:00.000;315;107;281;3;874,794;2624,382;Wholesale Bikes;27;100000,00;2002;Randolph;Massachusetts;United States;Road-450 Red, 58;Road Bikes;Bikes
SO46054;2011-10-29 00:00:00.000;223;107;281;2;5,1865;10,373;Wholesale Bikes;27;100000,00;2002;Randolph;Massachusetts;United States;AWC Logo Cap;Caps;Clothing
SO46055;2011-10-29 00:00:00.000;313;527;287;3;2146,962;6440,886;Fun Times Club;14;80000,00;1986;Parker;Colorado;United States;Road-150 Red, 52;Road Bikes;Bikes
SO46055;2011-10-29 00:00:00.000;317;527;287;1;874,794;874,794;Fun Times Club;14;80000,00;1986;Parker;Colorado;United States;Road-450 Red, 44;Road Bikes;Bikes
SO46055;2011-10-29 00:00:00.000;332;527;287;3;419,4589;1258,3767;Fun Times Club;14;80000,00;1986;Parker;Colorado;United States;Road-650 Black, 58;Road Bikes;Bikes
SO46055;2011-10-29 00:00:00.000;315;527;287;1;874,794;874,794;Fun Times Club;14;80000,00;1986;Parker;Colorado;United States;Road-450 Red, 58;Road Bikes;Bikes
SO46055;2011-10-29 00:00:00.000;285;527;287;2;178,5808;357,1616;Fun Times Club;14;80000,00;1986;Parker;Colorado;United States;LL Road Frame - Black, 52;Road Frames;Components
SO46055;2011-10-29 00:00:00.000;310;527;287;2;2146,962;4293,924;Fun Times Club;14;80000,00;1986;Parker;Colorado;United States;Road-150 Red, 62;Road Bikes;Bikes
SO46055;2011-10-29 00:00:00.000;320;527;287;2;419,4589;838,9178;Fun Times Club;14;80000,00;1986;Parker;Colorado;United States;Road-650 Red, 58;Road Bikes;Bikes
SO46055;2011-10-29 00:00:00.000;215;527;287;5;20,1865;100,9325;Fun Times Club;14;80000,00;1986;Parker;Colorado;United States;Sport-100 Helmet, Black;Helmets;Accessories
SO46055;2011-10-29 00:00:00.000;319;527;287;3;874,794;2624,382;Fun Times Club;14;80000,00;1986;Parker;Colorado;United States;Road-450 Red, 52;Road Bikes;Bikes
SO46055;2011-10-29 00:00:00.000;342;527;287;1;419,4589;419,4589;Fun Times Club;14;80000,00;1986;Parker;Colorado;United States;Road-650 Black, 52;Road Bikes;Bikes
SO46055;2011-10-29 00:00:00.000;338;527;287;2;419,4589;838,9178;Fun Times Club;14;80000,00;1986;Parker;Colorado;United States;Road-650 Black, 44;Road Bikes;Bikes
SO46055;2011-10-29 00:00:00.000;262;527;287;1;183,9382;183,9382;Fun Times Club;14;80000,00;1986;Parker;Colorado;United States;LL Road Frame - Red, 44;Road Frames;Components
SO46055;2011-10-29 00:00:00.000;275;527;287;1;356,898;356,898;Fun Times Club;14;80000,00;1986;Parker;Colorado;United States;ML Road Frame - Red, 48;Road Frames;Components
SO46055;2011-10-29 00:00:00.000;322;527;287;1;419,4589;419,4589;Fun Times Club;14;80000,00;1986;Parker;Colorado;United States;Road-650 Red, 60;Road Bikes;Bikes
SO46055;2011-10-29 00:00:00.000;328;527;287;4;419,4589;1677,8356;Fun Times Club;14;80000,00;1986;Parker;Colorado;United States;Road-650 Red, 48;Road Bikes;Bikes
SO46055;2011-10-29 00:00:00.000;270;527;287;1;183,9382;183,9382;Fun Times Club;14;80000,00;1986;Parker;Colorado;United States;LL Road Frame - Red, 60;Road Frames;Components
SO46055;2011-10-29 00:00:00.000;229;527;287;2;28,8404;57,6808;Fun Times Club;14;80000,00;1986;Parker;Colorado;United States;Long-Sleeve Logo Jersey, M;Jerseys;Clothing
SO46055;2011-10-29 00:00:00.000;336;527;287;1;419,4589;419,4589;Fun Times Club;14;80000,00;1986;Parker;Colorado;United States;Road-650 Black, 62;Road Bikes;Bikes
SO46055;2011-10-29 00:00:00.000;235;527;287;2;28,8404;57,6808;Fun Times Club;14;80000,00;1986;Parker;Colorado;United States;Long-Sleeve Logo Jersey, XL;Jerseys;Clothing
SO46055;2011-10-29 00:00:00.000;220;527;287;3;20,1865;60,5595;Fun Times Club;14;80000,00;1986;Parker;Colorado;United States;Sport-100 Helmet, Blue;Helmets;Accessories
SO46055;2011-10-29 00:00:00.000;311;527;287;3;2146,962;6440,886;Fun Times Club;14;80000,00;1986;Parker;Colorado;United States;Road-150 Red, 44;Road Bikes;Bikes
SO46055;2011-10-29 00:00:00.000;212;527;287;2;20,1865;40,373;Fun Times Club;14;80000,00;1986;Parker;Colorado;United States;Sport-100 Helmet, Red;Helmets;Accessories
SO46055;2011-10-29 00:00:00.000;334;527;287;1;419,4589;419,4589;Fun Times Club;14;80000,00;1986;Parker;Colorado;United States;Road-650 Black, 60;Road Bikes;Bikes
SO46055;2011-10-29 00:00:00.000;324;527;287;1;419,4589;419,4589;Fun Times Club;14;80000,00;1986;Parker;Colorado;United States;Road-650 Red, 62;Road Bikes;Bikes
SO46055;2011-10-29 00:00:00.000;340;527;287;2;419,4589;838,9178;Fun Times Club;14;80000,00;1986;Parker;Colorado;United States;Road-650 Black, 48;Road Bikes;Bikes
SO46055;2011-10-29 00:00:00.000;253;527;287;2;178,5808;357,1616;Fun Times Club;14;80000,00;1986;Parker;Colorado;United States;LL Road Frame - Black, 58;Road Frames;Components
SO46055;2011-10-29 00:00:00.000;232;527;287;1;28,8404;28,8404;Fun Times Club;14;80000,00;1986;Parker;Colorado;United States;Long-Sleeve Logo Jersey, L;Jerseys;Clothing
SO46056;2011-10-29 00:00:00.000;350;278;285;2;2024,994;4049,988;Tread Industries;85;300000,00;1990;Orlando;Florida;United States;Mountain-100 Black, 44;Mountain Bikes;Bikes
SO46056;2011-10-29 00:00:00.000;344;278;285;6;2039,994;12239,964;Tread Industries;85;300000,00;1990;Orlando;Florida;United States;Mountain-100 Silver, 38;Mountain Bikes;Bikes
SO46056;2011-10-29 00:00:00.000;307;278;285;4;722,5949;2890,3796;Tread Industries;85;300000,00;1990;Orlando;Florida;United States;HL Mountain Frame - Silver, 38;Mountain Frames;Components
SO46056;2011-10-29 00:00:00.000;293;278;285;4;722,5949;2890,3796;Tread Industries;85;300000,00;1990;Orlando;Florida;United States;HL Mountain Frame - Silver, 46;Mountain Frames;Components
SO46056;2011-10-29 00:00:00.000;351;278;285;2;2024,994;4049,988;Tread Industries;85;300000,00;1990;Orlando;Florida;United States;Mountain-100 Black, 48;Mountain Bikes;Bikes
SO46056;2011-10-29 00:00:00.000;304;278;285;4;714,7043;2858,8172;Tread Industries;85;300000,00;1990;Orlando;Florida;United States;HL Mountain Frame - Black, 38;Mountain Frames;Components
SO46056;2011-10-29 00:00:00.000;346;278;285;5;2039,994;10199,97;Tread Industries;85;300000,00;1990;Orlando;Florida;United States;Mountain-100 Silver, 44;Mountain Bikes;Bikes
SO46056;2011-10-29 00:00:00.000;348;278;285;3;2024,994;6074,982;Tread Industries;85;300000,00;1990;Orlando;Florida;United States;Mountain-100 Black, 38;Mountain Bikes;Bikes
SO46056;2011-10-29 00:00:00.000;212;278;285;3;20,1865;60,5595;Tread Industries;85;300000,00;1990;Orlando;Florida;United States;Sport-100 Helmet, Red;Helmets;Accessories
SO46056;2011-10-29 00:00:00.000;235;278;285;1;28,8404;28,8404;Tread Industries;85;300000,00;1990;Orlando;Florida;United States;Long-Sleeve Logo Jersey, XL;Jerseys;Clothing
SO46056;2011-10-29 00:00:00.000;349;278;285;8;2024,994;16199,952;Tread Industries;85;300000,00;1990;Orlando;Florida;United States;Mountain-100 Black, 42;Mountain Bikes;Bikes
SO46056;2011-10-29 00:00:00.000;345;278;285;5;2039,994;10199,97;Tread Industries;85;300000,00;1990;Orlando;Florida;United States;Mountain-100 Silver, 42;Mountain Bikes;Bikes
